subject,status,model,split,role,main_result,me,mae,rmse,n_train,n_val,n_test,total_rows,valid_rows,skipped_rows,feature_rows,feature_dim,elapsed_seconds,evaluation_mode,split_mode,scaler_scope,feature_scaler,target_scaler,channels,feature_set,horizons,seed_or_ensemble
9Nmar,healthy,mlp_rf_vm_original,test,baseline,False,-0.27759963274002075,8.253417015075684,12.319556987773545,3297,471,942,5360,5343,17,5094,16,3.528595447540283,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
10Nmar,healthy,mlp_rf_vm_original,val,baseline,False,1.5813847780227661,3.875763416290283,5.264541650367309,3648,521,1043,5860,5845,15,5596,16,7.319527864456177,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
10Nmar,healthy,mlp_rf_vm_original,test,baseline,False,3.2780351638793945,4.594132423400879,7.263878265755615,3648,521,1043,5860,5845,15,5596,16,7.319527864456177,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
11Nmar,healthy,mlp_rf_vm_original,val,baseline,False,-5.925708770751953,6.957505226135254,9.308276146622282,3679,525,1053,5890,5890,0,5641,16,3.4819705486297607,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
11Nmar,healthy,mlp_rf_vm_original,test,baseline,False,8.60341739654541,14.63794994354248,18.09437404472209,3679,525,1053,5890,5890,0,5641,16,3.4819705486297607,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
1Amar,unhealthy,mlp_rf_vm_original,val,baseline,False,-5.761796951293945,9.935139656066895,16.64185918251868,8638,1234,2468,12973,12973,0,12724,16,6.703733682632446,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
1Amar,unhealthy,mlp_rf_vm_original,test,baseline,False,-2.1392269134521484,7.292215347290039,11.187993044084903,8638,1234,2468,12973,12973,0,12724,16,6.703733682632446,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
2Amar,unhealthy,mlp_rf_vm_original,val,baseline,False,-5.932257175445557,13.556777954101562,17.691524842973013,7309,1044,2089,11075,11075,0,10826,16,5.287763595581055,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
2Amar,unhealthy,mlp_rf_vm_original,test,baseline,False,-6.007819652557373,10.546571731567383,15.348149867189306,7309,1044,2089,11075,11075,0,10826,16,5.287763595581055,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
3Amar,unhealthy,mlp_rf_vm_original,val,baseline,False,-1.283758282661438,5.725112438201904,10.877794279458978,30122,4303,8607,43665,43665,0,43416,16,26.838072061538696,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
3Amar,unhealthy,mlp_rf_vm_original,test,baseline,False,-2.4193975925445557,6.201284885406494,11.794908776538927,30122,4303,8607,43665,43665,0,43416,16,26.838072061538696,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
4Amar,unhealthy,mlp_rf_vm_original,val,baseline,False,0.12545020878314972,3.441420316696167,5.295868094285423,39137,5591,11183,56544,56544,0,56295,16,62.994431018829346,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
4Amar,unhealthy,mlp_rf_vm_original,test,baseline,False,1.909936547279358,11.387238502502441,18.431354080273696,39137,5591,11183,56544,56544,0,56295,16,62.994431018829346,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
5Amar,unhealthy,mlp_rf_vm_original,val,baseline,False,-3.018937587738037,7.340585231781006,11.852079416668767,31788,4541,9083,46045,46045,0,45796,16,50.21377635002136,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
5Amar,unhealthy,mlp_rf_vm_original,test,baseline,False,0.6044759154319763,8.215912818908691,12.799775145463066,31788,4541,9083,46045,46045,0,45796,16,50.21377635002136,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
6Amar,unhealthy,mlp_rf_vm_original,val,baseline,False,-0.8465971350669861,1.9940237998962402,2.8403528064206047,35520,5074,10149,51376,51376,0,51127,16,28.484716653823853,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
6Amar,unhealthy,mlp_rf_vm_original,test,baseline,False,-3.1324689388275146,5.823936462402344,8.812024259238632,35520,5074,10149,51376,51376,0,51127,16,28.484716653823853,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
7Amar,unhealthy,mlp_rf_vm_original,val,baseline,False,-1.768937587738037,4.08115291595459,7.8359326317906115,10564,1509,3019,15725,15725,0,15476,16,8.928446292877197,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
7Amar,unhealthy,mlp_rf_vm_original,test,baseline,False,-2.0613961219787598,14.776607513427734,22.919319951752087,10564,1509,3019,15725,15725,0,15476,16,8.928446292877197,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
8Amar,unhealthy,mlp_rf_vm_original,val,baseline,False,0.24324558675289154,1.2862045764923096,2.282403105802726,6687,955,1912,10187,10187,0,9938,16,13.97679328918457,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
8Amar,unhealthy,mlp_rf_vm_original,test,baseline,False,7.021050453186035,7.589439392089844,10.749922286351547,6687,955,1912,10187,10187,0,9938,16,13.97679328918457,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
9Amar,unhealthy,mlp_rf_vm_original,val,baseline,False,0.16438017785549164,3.228023052215576,4.475481418735124,22012,3144,6291,32080,32080,0,31831,16,19.32483959197998,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
9Amar,unhealthy,mlp_rf_vm_original,test,baseline,False,0.9710081815719604,6.685032367706299,10.920190334687431,22012,3144,6291,32080,32080,0,31831,16,19.32483959197998,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
10Amar,unhealthy,mlp_rf_vm_original,val,baseline,False,1.065481424331665,4.6831159591674805,7.667899101823275,15584,2226,4453,22896,22896,0,22647,16,14.160842657089233,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
10Amar,unhealthy,mlp_rf_vm_original,test,baseline,False,-1.704118251800537,9.60493278503418,13.794823845087409,15584,2226,4453,22896,22896,0,22647,16,14.160842657089233,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
11Amar,unhealthy,mlp_rf_vm_original,val,baseline,False,-1.0072417259216309,5.078586101531982,7.377963489023331,18865,2695,5390,27583,27583,0,27334,16,14.738359451293945,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
11Amar,unhealthy,mlp_rf_vm_original,test,baseline,False,1.5811655521392822,8.130477905273438,11.2856845751849,18865,2695,5390,27583,27583,0,27334,16,14.738359451293945,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
1Nmar,healthy,transformer_rf_vm_original,val,candidate,False,1.4761592149734497,2.763789415359497,3.0128910934663513,3533,504,1011,5700,5681,19,5432,16,12.593696594238281,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
1Nmar,healthy,transformer_rf_vm_original,test,candidate,False,-15.28968334197998,16.575023651123047,24.673282595216985,3533,504,1011,5700,5681,19,5432,16,12.593696594238281,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
2Nmar,healthy,transformer_rf_vm_original,val,candidate,False,-8.205536842346191,11.284480094909668,20.35750048330429,4725,675,1351,7400,7384,16,7135,16,16.39284610748291,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
2Nmar,healthy,transformer_rf_vm_original,test,candidate,False,-10.078811645507812,11.881553649902344,19.651288933255277,4725,675,1351,7400,7384,16,7135,16,16.39284610748291,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
3Nmar,healthy,transformer_rf_vm_original,val,candidate,False,5.271634578704834,6.597802639007568,9.484815810390376,4402,628,1259,6940,6922,18,6673,16,32.76407289505005,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
3Nmar,healthy,transformer_rf_vm_original,test,candidate,False,5.660919666290283,12.81121826171875,17.40364359272892,4402,628,1259,6940,6922,18,6673,16,32.76407289505005,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
4Nmar,healthy,transformer_rf_vm_original,val,candidate,False,0.12531067430973053,5.1024885177612305,6.208506673488086,4822,688,1379,7540,7522,18,7273,16,32.623626947402954,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
4Nmar,healthy,transformer_rf_vm_original,test,candidate,False,-1.229305624961853,3.8161685466766357,6.24758803557077,4822,688,1379,7540,7522,18,7273,16,32.623626947402954,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
5Nmar,healthy,transformer_rf_vm_original,val,candidate,False,2.035637617111206,3.075934648513794,4.180926044955087,4151,593,1186,6580,6563,17,6314,16,20.711612462997437,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
5Nmar,healthy,transformer_rf_vm_original,test,candidate,False,-7.175255298614502,10.421154022216797,15.785100667280265,4151,593,1186,6580,6563,17,6314,16,20.711612462997437,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
6Nmar,healthy,transformer_rf_vm_original,val,candidate,False,4.054169654846191,9.822489738464355,13.196358981963902,4666,666,1335,7320,7300,20,7051,16,38.644474267959595,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
6Nmar,healthy,transformer_rf_vm_original,test,candidate,False,-0.8182650804519653,6.34399938583374,8.253475959708156,4666,666,1335,7320,7300,20,7051,16,38.644474267959595,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
7Nmar,healthy,transformer_rf_vm_original,val,candidate,False,0.4435228109359741,1.8256796598434448,2.2504169289750577,5259,751,1504,8147,8147,0,7898,16,59.80663442611694,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
7Nmar,healthy,transformer_rf_vm_original,test,candidate,False,5.804271221160889,6.640284538269043,11.214864158811107,5259,751,1504,8147,8147,0,7898,16,59.80663442611694,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
8Nmar,healthy,transformer_rf_vm_original,val,candidate,False,-0.48722028732299805,4.359169006347656,6.692153879990118,6015,859,1720,9240,9227,13,8978,16,29.192845582962036,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
8Nmar,healthy,transformer_rf_vm_original,test,candidate,False,4.331132411956787,8.040021896362305,13.128546535350338,6015,859,1720,9240,9227,13,8978,16,29.192845582962036,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
9Nmar,healthy,transformer_rf_vm_original,val,candidate,False,-18.12212562561035,19.095468521118164,23.39982910093843,3297,471,942,5360,5343,17,5094,16,17.517839193344116,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
9Nmar,healthy,transformer_rf_vm_original,test,candidate,False,-4.50570821762085,8.658500671386719,13.687944239544622,3297,471,942,5360,5343,17,5094,16,17.517839193344116,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
10Nmar,healthy,transformer_rf_vm_original,val,candidate,False,-0.23315875232219696,2.702176332473755,3.258880659673149,3648,521,1043,5860,5845,15,5596,16,30.90335774421692,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
10Nmar,healthy,transformer_rf_vm_original,test,candidate,False,2.485750913619995,4.014477252960205,5.846682215763818,3648,521,1043,5860,5845,15,5596,16,30.90335774421692,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
11Nmar,healthy,transformer_rf_vm_original,val,candidate,False,-10.223838806152344,11.962327003479004,15.390787098607024,3679,525,1053,5890,5890,0,5641,16,56.86145830154419,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
11Nmar,healthy,transformer_rf_vm_original,test,candidate,False,3.608065605163574,9.55155086517334,12.013662825400997,3679,525,1053,5890,5890,0,5641,16,56.86145830154419,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
1Amar,unhealthy,transformer_rf_vm_original,val,candidate,False,-4.208252906799316,9.426536560058594,14.418357147301784,8638,1234,2468,12973,12973,0,12724,16,39.102243423461914,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
1Amar,unhealthy,transformer_rf_vm_original,test,candidate,False,-0.39066991209983826,9.676651000976562,14.917574948978753,8638,1234,2468,12973,12973,0,12724,16,39.102243423461914,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
2Amar,unhealthy,transformer_rf_vm_original,val,candidate,False,-7.944733619689941,12.524469375610352,18.29042237842664,7309,1044,2089,11075,11075,0,10826,16,25.803693294525146,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
2Amar,unhealthy,transformer_rf_vm_original,test,candidate,False,-8.354066848754883,10.994993209838867,17.454939021384014,7309,1044,2089,11075,11075,0,10826,16,25.803693294525146,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
3Amar,unhealthy,transformer_rf_vm_original,val,candidate,False,-1.833919882774353,5.993007659912109,12.616926274385582,30122,4303,8607,43665,43665,0,43416,16,267.7387683391571,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
3Amar,unhealthy,transformer_rf_vm_original,test,candidate,False,-3.6189916133880615,6.430511474609375,12.728754631070858,30122,4303,8607,43665,43665,0,43416,16,267.7387683391571,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
4Amar,unhealthy,transformer_rf_vm_original,val,candidate,False,0.23962810635566711,3.534895658493042,5.854856004776712,39137,5591,11183,56544,56544,0,56295,16,166.6210172176361,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
4Amar,unhealthy,transformer_rf_vm_original,test,candidate,False,1.189907431602478,12.183582305908203,18.779178143312908,39137,5591,11183,56544,56544,0,56295,16,166.6210172176361,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
5Amar,unhealthy,transformer_rf_vm_original,val,candidate,False,-3.629230499267578,6.68821382522583,10.81478451976665,31788,4541,9083,46045,46045,0,45796,16,164.1918785572052,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
5Amar,unhealthy,transformer_rf_vm_original,test,candidate,False,-0.42527076601982117,9.309736251831055,14.536249035110199,31788,4541,9083,46045,46045,0,45796,16,164.1918785572052,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
6Amar,unhealthy,transformer_rf_vm_original,val,candidate,False,-1.4626455307006836,2.7124319076538086,4.404644612796708,35520,5074,10149,51376,51376,0,51127,16,148.41579127311707,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
6Amar,unhealthy,transformer_rf_vm_original,test,candidate,False,-3.8151700496673584,5.523430347442627,8.635264163325298,35520,5074,10149,51376,51376,0,51127,16,148.41579127311707,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
7Amar,unhealthy,transformer_rf_vm_original,val,candidate,False,-2.022113084793091,3.885129690170288,6.524678551951722,10564,1509,3019,15725,15725,0,15476,16,129.55759024620056,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
7Amar,unhealthy,transformer_rf_vm_original,test,candidate,False,-3.4019336700439453,14.41175651550293,22.880702574286673,10564,1509,3019,15725,15725,0,15476,16,129.55759024620056,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
8Amar,unhealthy,transformer_rf_vm_original,val,candidate,False,0.8013855814933777,1.1336880922317505,1.355664505688499,6687,955,1912,10187,10187,0,9938,16,51.70100402832031,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
8Amar,unhealthy,transformer_rf_vm_original,test,candidate,False,3.6377127170562744,9.080012321472168,13.240903214823977,6687,955,1912,10187,10187,0,9938,16,51.70100402832031,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
9Amar,unhealthy,transformer_rf_vm_original,val,candidate,False,-0.9455733299255371,4.778626918792725,7.210707903644391,22012,3144,6291,32080,32080,0,31831,16,114.84420466423035,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
9Amar,unhealthy,transformer_rf_vm_original,test,candidate,False,2.143209934234619,5.949483871459961,10.007644782942814,22012,3144,6291,32080,32080,0,31831,16,114.84420466423035,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
10Amar,unhealthy,transformer_rf_vm_original,val,candidate,False,1.5098191499710083,4.410094738006592,6.258391583303248,15584,2226,4453,22896,22896,0,22647,16,79.65279912948608,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
10Amar,unhealthy,transformer_rf_vm_original,test,candidate,False,0.632172703742981,9.300830841064453,14.740280311020578,15584,2226,4453,22896,22896,0,22647,16,79.65279912948608,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
11Amar,unhealthy,transformer_rf_vm_original,val,candidate,False,-1.3164316415786743,4.66257381439209,7.105522168143762,18865,2695,5390,27583,27583,0,27334,16,120.44981145858765,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
11Amar,unhealthy,transformer_rf_vm_original,test,candidate,False,0.7804689407348633,7.649113655090332,11.705701720050321,18865,2695,5390,27583,27583,0,27334,16,120.44981145858765,enhanced_publishable,purged_temporal,train,minmax,none,"RF,VM",original,1,42
1Nmar,healthy,transformer_4ch_extended,val,candidate,False,8.613229751586914,8.613229751586914,10.950089016208526,3533,504,1011,5700,5681,19,5432,56,38.26420044898987,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
1Nmar,healthy,transformer_4ch_extended,test,candidate,False,5.3756794929504395,8.862914085388184,10.726520891101927,3533,504,1011,5700,5681,19,5432,56,38.26420044898987,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
2Nmar,healthy,transformer_4ch_extended,val,candidate,False,1.7774717807769775,9.843679428100586,13.917070272535923,4725,675,1351,7400,7384,16,7135,56,38.20175838470459,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
2Nmar,healthy,transformer_4ch_extended,test,candidate,False,-2.225677490234375,7.600471496582031,10.57008838627437,4725,675,1351,7400,7384,16,7135,56,38.20175838470459,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
3Nmar,healthy,transformer_4ch_extended,val,candidate,False,-0.008180654607713223,8.048181533813477,9.282285690319963,4402,628,1259,6940,6922,18,6673,56,42.60059595108032,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
3Nmar,healthy,transformer_4ch_extended,test,candidate,False,-8.019050598144531,11.89080810546875,16.138947834571844,4402,628,1259,6940,6922,18,6673,56,42.60059595108032,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
4Nmar,healthy,transformer_4ch_extended,val,candidate,False,1.2837803363800049,3.353142261505127,4.163586787950492,4822,688,1379,7540,7522,18,7273,56,55.43775415420532,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
4Nmar,healthy,transformer_4ch_extended,test,candidate,False,-1.8819701671600342,6.380787372589111,9.316994625681636,4822,688,1379,7540,7522,18,7273,56,55.43775415420532,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
5Nmar,healthy,transformer_4ch_extended,val,candidate,False,4.166491985321045,4.2680559158325195,7.240150337976685,4151,593,1186,6580,6563,17,6314,56,128.7942497730255,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
5Nmar,healthy,transformer_4ch_extended,test,candidate,False,-2.3051908016204834,5.8038530349731445,8.065738471148252,4151,593,1186,6580,6563,17,6314,56,128.7942497730255,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
6Nmar,healthy,transformer_4ch_extended,val,candidate,False,0.2832900881767273,4.226654052734375,6.097943706689262,4666,666,1335,7320,7300,20,7051,56,29.358047246932983,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
6Nmar,healthy,transformer_4ch_extended,test,candidate,False,-2.649754524230957,7.188317775726318,9.995673197239675,4666,666,1335,7320,7300,20,7051,56,29.358047246932983,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
7Nmar,healthy,transformer_4ch_extended,val,candidate,False,0.19642746448516846,2.36374568939209,3.2675862970609106,5259,751,1504,8147,8147,0,7898,56,32.422245264053345,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
7Nmar,healthy,transformer_4ch_extended,test,candidate,False,2.9293205738067627,4.755880355834961,5.883735817316134,5259,751,1504,8147,8147,0,7898,56,32.422245264053345,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
8Nmar,healthy,transformer_4ch_extended,val,candidate,False,-1.0254584550857544,2.6220436096191406,3.6000827885751083,6015,859,1720,9240,9227,13,8978,56,167.39542937278748,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
8Nmar,healthy,transformer_4ch_extended,test,candidate,False,0.7145695090293884,3.5260963439941406,5.626810587779463,6015,859,1720,9240,9227,13,8978,56,167.39542937278748,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
9Nmar,healthy,transformer_4ch_extended,val,candidate,False,-10.18860912322998,10.18860912322998,11.358228455075876,3297,471,942,5360,5343,17,5094,56,102.00175023078918,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
9Nmar,healthy,transformer_4ch_extended,test,candidate,False,-2.9104816913604736,4.460623741149902,7.543005415255917,3297,471,942,5360,5343,17,5094,56,102.00175023078918,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
10Nmar,healthy,transformer_4ch_extended,val,candidate,False,-4.7815704345703125,4.889804840087891,6.522221361658811,3648,521,1043,5860,5845,15,5596,56,25.379945516586304,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
10Nmar,healthy,transformer_4ch_extended,test,candidate,False,4.075854301452637,13.199909210205078,15.401868711765243,3648,521,1043,5860,5845,15,5596,56,25.379945516586304,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
11Nmar,healthy,transformer_4ch_extended,val,candidate,False,2.4418466091156006,4.314464092254639,5.847403460321787,3679,525,1053,5890,5890,0,5641,56,77.03505802154541,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
11Nmar,healthy,transformer_4ch_extended,test,candidate,False,1.2663917541503906,5.105504035949707,6.304872039779101,3679,525,1053,5890,5890,0,5641,56,77.03505802154541,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
1Amar,unhealthy,transformer_4ch_extended,val,candidate,False,-3.3953194618225098,7.5294671058654785,9.633071883546506,8638,1234,2468,12973,12973,0,12724,56,128.84107303619385,enhanced_publishable,purged_temporal,train,standard,standard,"RF,BF,VM,ST",extended,1,42
